volume,page,table_id,lot_no,qty_or_unit,item,buyer,price
第1742年（二）卷,397,356,3018,6同上,,C. 坎贝尔（C. Campbell）,4½
第1742年（二）卷,397,356,3019,6同上,,,
第1742年（二）卷,397,356,3020,4同上，有损（m.o.w.）,,,
第1742年（二）卷,401,358,2873,548,2件（2 Stück）,同上（Ditto）,51 — 24
第1742年（二）卷,401,358,2874,549,1件黑色天鹅绒未裁（1 ft. Schwartz Sammet ungef.）20厄尔长（20 Ell. lang）,利厄德·保利（Lieud: Pauli）,96 — 8
第1742年（二）卷,401,359,2876,551,9件各式（9 ft. Diverse）,坎贝尔上校（Col: Campbell）,11 — □
第1742年（二）卷,401,359,2877,552,1件棕色条纹男式帕德索伊（1 ft. Braun gestr. Padesoy zu Manns Kleid.）未裁约14¼厄尔长（ungef. 14¼ Ell. lang）,同上（Ditto）,30 — 8
第1742年（二）卷,401,359,2878,553,2件蓝色半丝绸布料（2 ft. Blau halbseyden Stoffe）未裁约11½厄尔长（ungef. 11½ Ell. lang）,诺格（Noge）,8 — 6
第1742年（二）卷,401,359,2879,554,25件鼻烟手帕（25 ft. Schnupftücher）每件20块（a 20 pr. Stück）,阿·拉宾（A. Labin）,20
第1742年（二）卷,401,359,2880,555,25件同上（25 ft. dito）,波·霍尔（Bo. Hall）,20
第1742年（二）卷,401,360,2882,557,30双丝袜（30 paar Seid. Strümpfe）,阿·拉宾（A. Labin）,5 — 1
第1742年（二）卷,401,360,2883,558,148件丝带（148 ft. Seiden Bandt）每磅（pr. pf.）,托·奥赫特洛尼（Th. Ouchterlony）,14 — 6
第1742年（二）卷,401,360,2884,559,760件表带（760 ft. Uhrbänder）,同上（Ditto）,— 6
第1742年（二）卷,401,361,2886,561,60双丝袜（60 pr. Seid. Strumpfe）,托·科平格（Th: Coppinger）,5
第1742年（二）卷,401,361,2887,562,60双同上袜子（60 paar dito Strumpfe）,托·科平格（Th: Coppinger）,5
第1742年（二）卷,401,361,2888,563,34捆南京棉布丝绸（34 Bundt Nankeens brodir. Seyde）每,,
第1742年（二）卷,414,363,P.437,,,,1/3
第1742年（二）卷,414,363,438,,,,迪托(Ditto)
第1742年（二）卷,414,363,439,,,,里德·鲍蒂(Reed Baudi)
第1742年（二）卷,414,363,440,,,,
第1742年（二）卷,414,363,441,,,,
第1742年（二）卷,414,363,442,,,,36/3
第1742年（二）卷,414,363,443,,,,
第1742年（二）卷,414,363,444,,,,
第1742年（二）卷,414,363,445,,,,
第1742年（二）卷,414,363,446,,,,
第1742年（二）卷,414,363,447,,,,60/3
第1742年（二）卷,414,363,448,,,,
第1742年（二）卷,414,363,449,,,,
第1742年（二）卷,414,363,450,,,,
第1742年（二）卷,414,363,451,,,,
第1742年（二）卷,414,363,452,,,,60/3
第1742年（二）卷,414,363,453,,,,
第1742年（二）卷,414,363,454,,,,
第1742年（二）卷,414,363,455,,,,
第1742年（二）卷,414,363,456,,,,
第1742年（二）卷,414,363,457,,,,61/3
第1742年（二）卷,414,363,458,,,,
第1742年（二）卷,414,363,459,,,,
第1742年（二）卷,414,363,P.460,,,,60/3
第1742年（二）卷,414,363,461,,,,
第1742年（二）卷,414,363,462,,,,
第1742年（二）卷,414,363,463,,,,60
第1742年（二）卷,414,363,464,,,,
第1742年（二）卷,414,363,465,,,,58/4
第1742年（二）卷,414,363,466,,,,60
第1742年（二）卷,414,363,467,,,,60
第1742年（二）卷,414,363,468,,,,贝尔托夫(Bertolph)
第1742年（二）卷,414,363,469,,,,彭宁(Penning)
第1742年（二）卷,414,363,470,,,,奇曼(Chiman)
第1742年（二）卷,414,363,471,,,,迪托(Ditto)
第1742年（二）卷,414,363,472,,,,莫罗德利(Morrodly)
第1742年（二）卷,414,363,473,,,,60/3
第1742年（二）卷,415,364,P.483,,54罐肉桂，重量 w. zufam. br. 179磅 (Ethiopian Co.),,80
第1742年（二）卷,415,364,484,,54同上，重量 180磅 (Dites),,19
第1742年（二）卷,415,364,485,,54同上，重量 162磅 (Dites),,16
第1742年（二）卷,415,364,486,,54同上，重量 179磅 (Dobbin),,20
第1742年（二）卷,415,364,487,,52同上，重量 174磅 (Arikholm),,23
第1742年（二）卷,415,364,488,,2基尔顿佩克罗，共21磅 (A. Soken),,
第1742年（二）卷,415,364,489,,2同上 (M. Busselfton),,
第1742年（二）卷,415,364,490,,2同上 (Ratified),,
第1742年（二）卷,415,364,491,,2同上 (Hahlgren),,
第1742年（二）卷,415,364,492,,2同上 (N. Bossophon),,
第1742年（二）卷,415,364,493,,2同上海森，共29磅 (Ellmqfversen),,
第1742年（二）卷,415,364,494,,2同上 (B. Stahl),,
第1742年（二）卷,415,364,495,,1同上 (Capid Hitching),,
第1742年（二）卷,415,364,496,,3同上索查姆，共28磅 (Niller),,
第1742年（二）卷,415,364,497,,3同上 (Dobben),,
第1742年（二）卷,415,364,498,,3同上 (Ahlqvinger),,
第1742年（二）卷,415,364,499,,3同上 (N. Paroofson),,
第1742年（二）卷,415,364,500,,3同上 (A. Sabin),,
第1742年（二）卷,415,364,501,,4同上 (U. Arnould),,
第1742年（二）卷,415,364,502,,3同上，共19磅 (H. Benning),,
第1742年（二）卷,415,364,503,,3同上 (U. Arnoldt),,
第1742年（二）卷,415,364,504,,4同上 (Dephad. H. Benning),,
第1742年（二）卷,415,364,505,,84罐索查姆 w. zufam. br. 340磅 (Dobben),,26
第1742年（二）卷,415,364,P.506,,84罐索查姆 w. zufam. br. 339磅 (Braygarton),,10
第1742年（二）卷,415,364,507,,84同上，共339磅 (Oysted),,16
第1742年（二）卷,415,364,508,,84同上，共331磅 (H. Matforn),,8
第1742年（二）卷,415,364,509,,84同上，共337磅 (N. Sahlgren),,8
第1742年（二）卷,415,364,510,,84同上，共331磅 (D. Vignarida),,7
第1742年（二）卷,415,364,511,,81同上，共302磅 (H. Benning),,6
第1742年（二）卷,415,364,512,,80同上，共298磅 (N. Sahlgren),,8
第1742年（二）卷,415,364,513,,69同上，共262磅 (J.G. Nilson),,9
第1742年（二）卷,415,364,514,,3基尔顿刚果，共37磅 (Dobbin),,
第1742年（二）卷,415,364,515,,3同上 (H. Benning),,
第1742年（二）卷,415,364,516,,2同上 (U. Arnoldt),,
第1742年（二）卷,415,364,517,,2同上 (Purckinson),,
第1742年（二）卷,415,364,518,,1同上单格，共191磅 (L. Stromfelt),,
第1742年（二）卷,415,364,519,,3同上索查姆，共31磅 (A. Sabin),,
第1742年（二）卷,415,364,520,,3同上 (Capid Hitching),,
第1742年（二）卷,415,364,521,,3同上 (H. Benning),,
第1742年（二）卷,415,364,522,,3同上 (Rische),,
第1742年（二）卷,415,364,523,,3同上 (Odermanis),,
第1742年（二）卷,415,364,524,,3同上 (H.& G. Pohl),,
第1742年（二）卷,415,364,525,,3同上 (P. Brunett),,
第1742年（二）卷,415,364,526,,3同上 (N. Paroofson),,
第1742年（二）卷,416,365,P. 575,,3艘图本辛格罗船(Tubben Singlo dito),,
第1742年（二）卷,416,365,576,,2艘同上,,
第1742年（二）卷,416,365,577,,"80艘刚果船w.苏法姆,br.282磅/艘",,
第1742年（二）卷,416,365,578,,"80艘同上,do br.280磅/艘",,
第1742年（二）卷,416,365,579,,80艘同上do br.280磅/艘,,
第1742年（二）卷,416,365,580,,80艘同上do br.280磅/艘,,
第1742年（二）卷,416,365,581,,80艘同上do br.280磅/艘,,
第1742年（二）卷,416,365,582,,50艘同上br.175磅/艘,,
第1742年（二）卷,416,365,583,,50艘同上do br.175磅/艘,,
第1742年（二）卷,416,365,584,,2艘基芬波赫a 71磅/Th,,
第1742年（二）卷,416,365,585,,2艘同上,,
第1742年（二）卷,416,365,586,,2艘同上佩克罗a 24磅/Thara,,
第1742年（二）卷,416,365,587,,2艘同上,,
第1742年（二）卷,416,365,588,,2艘图本辛格罗a 30磅/Th,,
第1742年（二）卷,416,365,589,,1艘同上,,
第1742年（二）卷,416,365,590,,4艘同上索阿彻恩a 28磅/Th,,
第1742年（二）卷,416,365,591,,3艘同上,,
第1742年（二）卷,416,365,592,,4艘同上a 20磅/Th,,
第1742年（二）卷,416,365,593,,4艘同上,,
第1742年（二）卷,416,365,594,,4艘同上,,
第1742年（二）卷,416,365,595,,4艘同上,,
第1742年（二）卷,416,365,596,,长布姆茶叶未分级;8磅/净;14磅/艘刚果净重,,
第1742年（二）卷,416,365,597,,"6艘图特.Can.索阿彻恩w.苏法姆,br.93磅/pl.Can",,
第1742年（二）卷,416,365,598,,16艘同上do br.64磅/do,,
第1742年（二）卷,416,365,599,,2艘基芬索阿彻恩a 32磅/Th,,
第1742年（二）卷,416,365,600,,2艘同上,,
第1742年（二）卷,416,365,601,,2艘同上,,
第1742年（二）卷,416,365,602,,12艘Can.同上w.苏法姆br.189磅/a Can,,
第1742年（二）卷,416,365,603,,32艘同上do br.104磅/do,,
第1742年（二）卷,416,365,604,,40艘同上do br.1磅/do,,
第1742年（二）卷,416,365,605,,32艘同上do br.144磅/do,,
第1742年（二）卷,416,365,606,,1艘基芬刚果80磅/Th,,
第1742年（二）卷,416,365,607,,3艘同上a 24磅/Th,,
第1742年（二）卷,416,365,608,,2艘同上,,
第1742年（二）卷,416,365,609,,"8艘Can.乌尔罕w.苏法姆,br.25磅/a Canift",,
第1742年（二）卷,416,365,610,,16艘同上球茶do br.25磅/do,,
第1742年（二）卷,416,365,611,,6艘图兰.Can.索阿彻恩同上br.99磅/do,,
第1742年（二）卷,416,365,612,,22艘同上do br.37磅/do,,
第1742年（二）卷,416,365,613,,"//分散Can.mir波赫,刚果u.索阿彻恩,w.苏法姆,br.磅/do",,
第1742年（二）卷,416,365,614,,"1艘基芬索阿彻恩未分级,14磅/netto",,
第1742年（二）卷,416,365,615,,4艘同上刚果a 27磅/Th,,
第1742年（二）卷,416,365,616,,,,
第1742年（二）卷,418,366,P. 802,,,,
第1742年（二）卷,418,366,803,,,,
第1742年（二）卷,418,366,804,,,,
第1742年（二）卷,418,366,805,,,,
第1742年（二）卷,418,366,806,,,,
第1742年（二）卷,418,366,807,,,,
第1742年（二）卷,418,366,808,,,,
第1742年（二）卷,418,366,809,,,,
第1742年（二）卷,418,366,810,,,,
第1742年（二）卷,418,366,811,,,,
第1742年（二）卷,418,366,812,,,,
第1742年（二）卷,418,366,813,,,,
第1742年（二）卷,418,366,814,,,,
第1742年（二）卷,418,366,815,,,,
第1742年（二）卷,418,366,816,,,,
第1742年（二）卷,418,366,817,,,,
第1742年（二）卷,418,366,818,,,,
第1742年（二）卷,418,366,819,,,,
第1742年（二）卷,418,366,820,,,,
第1742年（二）卷,418,366,821,,,,
第1742年（二）卷,418,366,822,,,,
第1742年（二）卷,418,366,823,,,,
第1742年（二）卷,418,366,824,,,,
第1742年（二）卷,418,366,P. 825,,,,
第1742年（二）卷,418,366,826,,,,
第1742年（二）卷,418,366,827,,,,
第1742年（二）卷,418,366,828,,,,
第1742年（二）卷,418,366,829,,,,
第1742年（二）卷,418,366,830,,,,
第1742年（二）卷,418,366,831,,,,
第1742年（二）卷,418,366,832,,,,
第1742年（二）卷,418,366,833,,,,
第1742年（二）卷,418,366,834,,,,
第1742年（二）卷,418,366,835,,,,
第1742年（二）卷,419,367,2230,,,,□
第1742年（二）卷,419,367,2231,,,,9/1
第1742年（二）卷,419,367,2232,,,,磅d:o
第1742年（二）卷,419,367,2233,,,,20/8
第1742年（二）卷,419,367,2234,,,,11/4
第1742年（二）卷,419,367,2235,,,,9/4
第1742年（二）卷,419,367,2236,,,,10/8
第1742年（二）卷,419,367,2237,,,,14/1
第1742年（二）卷,419,367,2238,,,,8/11
第1742年（二）卷,419,367,2239,,,,14/10
第1742年（二）卷,419,367,2240 a 2243,,,,19/3
第1742年（二）卷,419,367,2244 a 2247,,,,19
第1742年（二）卷,419,367,2248 a 2251,,,,19
第1742年（二）卷,419,367,2252 a 2255,,,,68
第1742年（二）卷,419,367,2256 a 2259,,,,60/3
第1742年（二）卷,419,367,2260 a 2263,,,,59
第1742年（二）卷,419,367,2264 a 2266,,,,62/3
第1742年（二）卷,419,367,2267,,,,8/13
第1742年（二）卷,419,367,2268 a 2271,,,,64/3
第1742年（二）卷,419,367,2272 a 2275,,,,63/3
第1742年（二）卷,419,367,2276 a 2279,,,,66/3
第1742年（二）卷,419,367,2280 a 2283,,,,61
第1742年（二）卷,419,367,2284 a 2287,,,,70
第1742年（二）卷,419,367,"2288, 2289",,,,68/3
第1742年（二）卷,419,367,2290 a 2292,,,,63/3
第1742年（二）卷,419,367,2293 a 2295,,,,59
第1742年（二）卷,419,367,2296 a 2301,,,,19
第1742年（二）卷,419,367,2302,,,,16/3
第1742年（二）卷,419,367,2303,,,,18/6
第1742年（二）卷,419,367,2304,,,,6/9
第1742年（二）卷,419,367,2305,,,,6/8
第1742年（二）卷,419,367,"2306, 2307",,,,50
第1742年（二）卷,419,367,"2308, 2309",,,,50
第1742年（二）卷,419,367,2310,,,,15/11
第1742年（二）卷,419,367,2311,,,,2/4
第1742年（二）卷,419,367,2312 a 2315,,,,61
第1742年（二）卷,419,367,2316 a 2319,,,,61
第1742年（二）卷,419,367,2320 a 2323,,,,61
第1742年（二）卷,423,368,P. 1100,2,,,
第1742年（二）卷,423,368,1101,4,,,
第1742年（二）卷,423,368,1102,1,,,
第1742年（二）卷,423,368,1103,7,,,
第1742年（二）卷,423,368,1104,9,,,
第1742年（二）卷,423,368,1105,11,,,
第1742年（二）卷,423,368,1106,13,,,
第1742年（二）卷,423,368,1107,15,,,
第1742年（二）卷,423,368,1108,17,,,
第1742年（二）卷,423,368,1109,18,,,
第1742年（二）卷,423,368,1110,19,,,
第1742年（二）卷,423,368,1111,21,,,
第1742年（二）卷,423,368,1112,23,,,
第1742年（二）卷,423,368,1113,24,,,
第1742年（二）卷,423,368,1114,26,,,
第1742年（二）卷,423,368,1115,28,,,
第1742年（二）卷,423,368,1116,30,,,
第1742年（二）卷,423,368,1117,31,,,
第1742年（二）卷,423,368,1118,33,,,
第1742年（二）卷,423,368,1119,35,,,
第1742年（二）卷,423,368,1120,37,,,
第1742年（二）卷,423,368,1121,38,,,
第1742年（二）卷,424,369,P.985,,2 基尔刚果(Kitten Congo)，3磅/千(à 18 pf/Th.),,格兰维尔德(Granveld)
第1742年（二）卷,424,369,986,,4 同上(dito)，3磅/千,,霍夫斯(Hoffs)
第1742年（二）卷,424,369,987,,2 同上佩克(dito Peckoe)，3磅/千,,奥尔曼(Ohlerman)
第1742年（二）卷,424,369,988,,1 同上刚果(dito Congo)，98磅/千,,哈夫尔格伦(Haffolgren)
第1742年（二）卷,424,369,989,,2 同上(dito)，3磅/千,,迪特(Dite)
第1742年（二）卷,424,369,990,,2 同上(dito)，4磅/千,,奈尔格伦(Neilgren)
第1742年（二）卷,424,369,991,,2 同上(dito)，3磅/千,,艾德伦德(Edreund)
第1742年（二）卷,424,369,992,,4 同上博赫(dito Bohé)，46磅/千,,施林格(Schlinger)
第1742年（二）卷,424,369,993,,1 同上刚果(dito Congo)，□磅/千,,霍尔(Hall)
第1742年（二）卷,424,369,994,,1 同上博赫(dito Bohé)，81磅/千,,霍夫斯(H.S.J.Rofs)
第1742年（二）卷,424,369,995,,1 同上(dito)，50磅/千,,波德达尔(Poderdahl)
第1742年（二）卷,424,369,996,,2 同上(dito)，60磅/千,,帕里斯(Paris)
第1742年（二）卷,424,369,997,,2 同上(dito)，58磅/千,,迪特(Dite)
第1742年（二）卷,424,369,998,,2 同上(dito)，№2934：46磅/千，№2935：13磅/千,,坎贝尔(H.Campbell)
第1742年（二）卷,424,369,999,,1 同上刚果(dito Congo)，53磅/千,,霍夫斯(H.S.J.Rofs)
第1742年（二）卷,424,369,1000,,1 同上搜查昂(dito Soarchoum)，19磅/千,,伯克霍尔姆(Burchholm)
第1742年（二）卷,424,369,1001,,1 同上，21磅/千,,□
第1742年（二）卷,424,369,1002,,2940,,2 同上刚果(dito Congo)，55磅/千
第1742年（二）卷,424,369,1003,,4 肉桂、搜查昂(Canilt. Soarchoum)，w.zu□am.br.，59磅/千,,卡尔曼(Carlman)
第1742年（二）卷,424,369,1004,,40 罐刚果(Can. Congo)，do br.,,pf.do
第1742年（二）卷,424,369,1005,,40 同上(dito)，do br.,,pf.do
第1742年（二）卷,424,369,1006,,1 基尔博赫(Kilte Bohé)，32磅/千,,坎贝尔(St.Campbell)
第1742年（二）卷,424,369,1007,,1 同上刚果(dito Congo)，32磅/千,,霍夫斯(H.S.J.Rofs)
第1742年（二）卷,424,369,P.1008,,1 基尔刚果(Kilte Congo)，52磅/千,,哈夫尔格伦(Haffolgren)
第1742年（二）卷,424,369,1009,,2948,,2 同上辛格罗(dito Singlo)，□磅/千
第1742年（二）卷,424,369,1010,,2952,,4 同上博赫(dito Bohé)，3磅/千
第1742年（二）卷,424,369,1011,,2956,,4 同上(dito)
第1742年（二）卷,424,369,1012,,2,,
第1742年（二）卷,426,370,1246,80,,,
第1742年（二）卷,426,370,1247,81,,,
第1742年（二）卷,426,370,1248,82,,,
第1742年（二）卷,426,370,1249,83,,,
第1742年（二）卷,426,370,1250,84,,,
第1742年（二）卷,426,370,1251,85,,,
第1742年（二）卷,426,370,1252,86,,,
第1742年（二）卷,426,370,1253,86,,,
第1742年（二）卷,426,370,1254,87,,,
第1742年（二）卷,426,370,1255,88,,,
第1742年（二）卷,426,370,1256,89,,,
第1742年（二）卷,426,370,1257,90,,,
第1742年（二）卷,426,370,1258,90,,,
第1742年（二）卷,426,370,1259,91,,,
第1742年（二）卷,426,370,1260,91,,,
第1742年（二）卷,426,370,1261,92,,,
第1742年（二）卷,426,370,1262,93,,,
第1742年（二）卷,426,370,1263,94,,,
第1742年（二）卷,426,370,1264,95,,,
第1742年（二）卷,426,370,1265,95,,,
第1742年（二）卷,426,370,1266,96,,,
第1742年（二）卷,426,370,1267,97,,,
第1742年（二）卷,426,370,1268,98,,,
第1742年（二）卷,426,370,1269,99,,,
第1742年（二）卷,426,370,1270,100,,,
第1742年（二）卷,426,370,1271,101,,,
第1742年（二）卷,426,370,1272,102,,,
第1742年（二）卷,426,370,1273,103,,,
第1742年（二）卷,428,371,P. 13:8,,,,5/12
第1742年（二）卷,428,371,1379,,,,9/12
第1742年（二）卷,428,371,1380,,,,2
第1742年（二）卷,428,371,1381,,,,2
第1742年（二）卷,428,371,1382,,,,
第1742年（二）卷,428,371,1383,,,,10
第1742年（二）卷,428,371,1384,,,,
第1742年（二）卷,428,371,1385,,,,8½
第1742年（二）卷,428,371,1386,,,,
第1742年（二）卷,428,371,1387,,,,11/6
第1742年（二）卷,428,371,1388,,,,
第1742年（二）卷,428,371,1389,,,,2a
第1742年（二）卷,428,371,1390,,,,1
第1742年（二）卷,428,371,1391,,,,6/6
第1742年（二）卷,428,371,1392,,,,5/18
第1742年（二）卷,428,371,1393,,,,28a
第1742年（二）卷,428,371,1394,,,,29/28
第1742年（二）卷,428,371,1395,,,,29/28
第1742年（二）卷,428,371,1396,,,,29/28
第1742年（二）卷,428,371,1397,,,,3
第1742年（二）卷,428,371,1398,,,,
第1742年（二）卷,428,371,1399,,,,2/14
第1742年（二）卷,428,371,1400,,,,5½
第1742年（二）卷,428,371,P. 1401,,,,5
第1742年（二）卷,428,371,1402,,,,
第1742年（二）卷,428,371,1403,,,,12/3
第1742年（二）卷,428,371,1404,,,,9½
第1742年（二）卷,428,371,1405,,,,8½
第1742年（二）卷,428,371,1406,,,,16
第1742年（二）卷,428,371,1407,,,,16/2½
第1742年（二）卷,428,371,1408,,,,29
第1742年（二）卷,428,371,1409,,,,19/2
第1742年（二）卷,428,371,1410,,,,43
第1742年（二）卷,428,371,1411,,,,9/6
第1742年（二）卷,428,371,1412,,,,
第1742年（二）卷,429,372,1732,6,,5件蓝色杯，u.w.,Ditto（同上）24.16
第1742年（二）卷,429,372,1733,7,,3件搪瓷。,
第1742年（二）卷,429,372,1734,8,,6件黄油碟带Teller共3种分类,Robinson（罗宾逊）4.1
第1742年（二）卷,429,374,1735,,84件Teller,A. Gordon（高登）-19¾,
第1742年（二）卷,429,374,1736,10,1700件茶-Taff u. Sch. br.u.搪瓷。,Ditto（同上）-10½,
第1742年（二）卷,429,374,1737,11,100件小杯,Ditto（同上）-11,
第1742年（二）卷,429,374,1738,11,100件同上,,
第1742年（二）卷,429,374,1739,12,36件咖啡-罐br.u.gold,E. Antweed ditto（同上）2.5,
第1742年（二）卷,429,374,1740,12,20件同上,P. Hall（霍尔）2.7,
第1742年（二）卷,429,374,P. 1742,1,刀具no 2 zufam.pr.,N.Ditto（同上）600,
第1742年（二）卷,429,376,4743,1,刀具no 3 zufam.pr.,Ditto（同上）545,
第1742年（二）卷,429,376,2,50件茶具-服务蓝色u.gold,10件同上同上小型儿童用,497件Buffel Ochsen（布费尔-奥克森）的人物,185 Stock-Knöpfe
第1742年（二）卷,429,377,1744,1,刀具no 4 zufam.pr.,Ditto（同上）1000,
第1742年（二）卷,429,377,2,26件茶具-服务蓝色u.gold,6件同上同上小型儿童用,12件同上coul.u.gold同上,6件同上gesifelt chw.u.gold
第1742年（二）卷,431,380,P 1423,238,125件 直径 e.a. m.m. o.w.,拉蒂菲德 (Ratified),19¾
第1742年（二）卷,431,380,229,36件 直径 白色带金,,,
第1742年（二）卷,431,380,230,52件 直径 黑色带丝,,,
第1742年（二）卷,431,380,1424,,88件 直径 m.o.w.,奥哈比希特 (Ohabicht),16¾
第1742年（二）卷,431,380,1425,231,6个茶杯 m.o.w. 2个□,拉蒂菲德 (Ratified),1 14
第1742年（二）卷,431,380,1426,232,80件 扁形 蓝色 u.金 m.o.w. 3个□,拉蒙 (Ramnor),14
第1742年（二）卷,431,380,1427,233,800件 茶杯 高 u.黑 蓝色 u.金,凯勒斯 (Kellers),9½
第1742年（二）卷,431,380,1428,233,650件 直径 m.o.w.,m.o.w.,9½
第1742年（二）卷,431,380,1429,333,900件 直径 m.o.w. e.a.m.,迪托 (Ditto),9½
第1742年（二）卷,431,380,1430,234,5个盘子 u.艾菲格 克鲁格 蓝色 u.金 m.o.w.,勃伦尼斯 (Brennis),29 16
第1742年（二）卷,431,380,1431,235,5件 直径 u.w. m.o.w.,迪托 (Ditto),16 16
第1742年（二）卷,431,380,1432,236,80件 梅瑟-海夫特,拉蒙 (Ramnor),8¾
第1742年（二）卷,431,380,1433,237,5个椭圆形 黄油罐 蓝色 u.金 m.o.w.,奥曼 (Oahman),3 13
第1742年（二）卷,431,380,1434,238,5件 蓝色 u.w. m.o.w.,格林 (Green),2 28
第1742年（二）卷,431,380,1435,239,12个盘子 瓷器 饰有3个 件 盘子,马伦伯格 (Mallenberg),4 8
第1742年（二）卷,431,380,1436,240,6件 瓷器 迪恩法尔克 m.o.w.,勒吉宁格 (Lejninger),7 8
第1742年（二）卷,431,380,1437,241,10个盘子 比彻 蓝色 u.金 4 10 件 盘子 m.o.w.,奥曼 (Oahman),2 20
第1742年（二）卷,431,380,1438,242,14个 军用灯笼 蓝色 m.o.w.,勒吉宁格 (Lejninger),3 28
第1742年（二）卷,431,380,1439,243,130个 股票-纽扣,本宁 (Benning),2½
第1742年（二）卷,431,380,1440,244,100件 瓷器 狗 u.纸板 m.o.w.,奥曼 (Oahman),3½
第1742年（二）卷,431,380,1441,245,6个 茶杯-服务 蓝色 m.o.w.,帕德尼乌斯 (Padenius),13
第1742年（二）卷,431,380,1442,246,6件 黑色 u.金 m.o.w.,迪托 (Ditto),32
第1742年（二）卷,431,380,1443,247,4件 e.a.m. 上贝希尔德 m.o.w.,巴特尔斯格伦 (Bartelsgren),39
第1742年（二）卷,431,380,1444,248,4件 e.a.m. m.o.w.,勃伦尼斯 (Brennis),26 24
第1742年（二）卷,431,380,P 1445,249,2个 茶杯-服务 e.a.m. m.o.w.,约夫斯 (Joffs),8
第1742年（二）卷,431,380,1446,250,1件 红色 u.金,坎贝尔 (Campbell),14
第1742年（二）卷,431,380,1447,251,1件 小蓝色 u.金,格林 (Green),18
第1742年（二）卷,431,380,1448,252,2个 咖啡-罐 u.6个 茶杯 von br.地球,勒吉宁格 (Lejninger),2
第1742年（二）卷,431,380,1449,256,4个 盘子 穆根 带盖 蓝色 u.,威克菲尔德 (Wickfield),2
第1742年（二）卷,431,380,1450,257,6件 瓷器 扁形 m.o.w.,格林 (Green),1
第1742年（二）卷,431,380,1451,258,42个 盘子 蓝色 u.金 m.o.w.,勃伦尼斯 (Brennis),28
第1742年（二）卷,431,380,1452,259,12个 库门 蓝色 u.金,斯托尔 (St,
第1742年（二）卷,433,381,1590,70,,22件 m.o.w. (其他商品) - Z.Lenis (Z.Lenis),4/14
第1742年（二）卷,433,381,1591,71,,2件中国烟纸 - H.Seurloen (H.Seurloen),4/18
第1742年（二）卷,433,381,1592,72,,100件本地布料 L.Hall (L.Hall) U.armoldt (U.armoldt),1/15
第1742年（二）卷,433,381,1593,73,,50件中国麻布料至阿佩尔宁，带银色 - Julu.Julu J.S.J.Bofs (J.S.J.Bofs),12/3
第1742年（二）卷,433,382,1597,77,,14件同上 - Ditte (Ditte),4/16
第1742年（二）卷,433,382,1598,78,,800件混合花卉 m.o.w. (其他商品) - E.Dinemark (E.Dinemark),3/2
第1742年（二）卷,433,382,1599,79,,30件细致的制表工艺 L.Mufler (L.Mufler) - B.Hall (B.Hall),2/28
第1742年（二）卷,433,382,1600,80,,600件混合花卉 m.o.w. (其他商品) - P.Wohlfart (P.Wohlfart),3/4
第1742年（二）卷,433,382,1601,81,,50件细致的制表工艺 - B.Hall (B.Hall),2/2
第1742年（二）卷,433,382,1602,82,,66件同上 m.o.w. (其他商品),3/2
第1742年（二）卷,433,382,1603,83,,890件混合花卉 m.o.w. (其他商品) - H.Jenning (H.Jenning),
第1742年（二）卷,433,382,1604,84,,6件埃尔芬布料 - C.Binner (C.Binner),5/12
第1742年（二）卷,433,382,P. 1605,85,,70件本地布料 m.o.w. (其他商品) - Z.Hall (Z.Hall) B.Hall (B.Hall),4/14
第1742年（二）卷,433,382,1606,86,,4件罗廷根 - Morgh.Brederice (Morgh.Brederice),4/12
第1742年（二）卷,433,382,1607,87,,4件拉库尔港口带触摸 - N. Sahlgren (N. Sahlgren),2
第1742年（二）卷,433,382,1608,88,,2件罗森霍尔茨的四边形港口，无喷气孔 - Ditte (Ditte),15/16
第1742年（二）卷,433,382,1609,89,,2件中国图像 - M.Lager Wren (M.Lager Wren),8
第1742年（二）卷,433,382,1610,90,,1件拉库尔茶-布料 - mit Joh.S.Baller Back (mit Joh.S.Baller Back),17/16
第1742年（二）卷,433,382,1611,91,,10件库存-旋钮已用完 - J.Gordon (J.Gordon),9/16
第1742年（二）卷,433,382,1612,92,,40件搪瓷制表工艺 m.o.w. (其他商品) - B.Hall (B.Hall),2/4
第1742年（二）卷,433,382,1613,93,,10件本地布料 m.o.w. (其他商品) - J.Lex Hornig (J.Lex Hornig),3
第1742年（二）卷,433,382,1614,94,,5件埃尔芬布料，同上 m.o.w. (其他商品),
第1742年（二）卷,433,382,1615,95,,46件中国麻布料至阿佩尔宁 m.o.w. (其他商品) - C.Karl Hatfield (C.Karl Hatfield),12/3
第1742年（二）卷,433,382,1616,96,,1件罗森霍尔茨的信纸 - Spotseller (Spotseller),14/16
第1742年（二）卷,433,382,1617,97,,1件带状物9件 - Adis fort.Ste.Holtzoff (Adis fort.Ste.Holtzoff),32
第1742年（二）卷,433,382,1618,98,,1件拉库尔茶-布料商人9件 - Ditte (Ditte),9
第1742年（二）卷,433,382,1619,99,,2件拉库尔布料商人 - Zu.I.Joh.Ditte,
第1742年（二）卷,434,383,P. 1544,,50麻黎延至塔佩伦（50 Mahlereyen zu Taperen）,,
第1742年（二）卷,434,383,1545,,50同上（50 dito）,,
第1742年（二）卷,434,383,1546,,50同上（50 dita）,,
第1742年（二）卷,434,383,1547,,50同上，或（50 dito m. o. w.）,,
